"id","kmt","ddp","pfp"
"10004080-002",34.5,41.2,22.7
"10004080-008",38.4,41.3,18.5
"10004080-003",28.5,40.3,29.9
"10004080-009",46.9,30.6,21.2
"10004080-007",38.7,42.6,17.2
"10004080-001",42.1,35.4,21.3
"10004080-005",40.5,38.5,20.2
"10004080-004",30.3,44.1,24.1
"10004040-016",41.5,34,23.2
"10004040-014",26.7,54.2,17.9
"10004040-005",27.4,49.3,22
"10004040-006",34.6,47.3,16
"10004040-004",39.2,40.6,18.2
"10004040-013",34.1,43,21.3
"10004040-015",37.4,42.8,18.6
"10004040-002",44.9,32.2,21.4
"10004040-019",31.2,49,17.6
"10004040-021",34.9,48.7,14.9
"10004040-009",34.7,45.9,17.9
"10004040-008",37,42.5,19.1
"10004040-001",46.3,35,16.9
"10004040-011",40.7,39.6,17.8
"10004040-007",33.2,47.6,17.7
"10004040-018",30.7,48,19.8
"10004040-003",37.4,42.2,18.7
"10004040-020",35.2,44.6,18.4
"10004040-017",32.5,45.5,20.7
"10004040-010",29,48,19.3
"10004040-012",33.9,45.3,20
"10004100-003",40.3,42.3,16.4
"10004100-002",40.4,39.7,17.3
"10004100-007",35.1,39.3,24.3
"10004100-009",37.9,45,15.2
"10004100-005",42.9,39.8,16.4
"10004100-004",36.8,43.7,17.4
"10004100-010",37.2,41.9,19.4
"10004100-001",36.5,38.5,23.1
"10004100-008",42.7,36.9,19.3
"10004100-006",35.1,42,21.4
"10020020-013",24,63.5,10.8
"10020020-015",18.8,68.2,11.5
"10020020-058",24.7,64,10.4
"10020020-012",22.8,65,11.3
"10020020-070",19.6,67.1,12
"10020020-003",22.6,66.1,10.3
"10020020-056",25,62.7,11.4
"10020020-053",28.4,58.5,11.7
"10020020-014",24.5,61.9,12.3
"10020020-009",23.5,64.3,11.1
"10020020-055",28,58.7,12.4
"10020020-017",23.5,61.2,14.2
"10020020-059",22.8,65.2,11.2
"10020020-051",28.6,59.1,11.2
"10020020-047",27.1,59.8,12.1
"10020020-069",22.5,65.8,10.8
"10020020-011",25.1,61.5,12.4
"10020020-068",24.6,62.3,12.6
"10020020-046",26.1,60.4,12.4
"10020020-064",19.4,69.9,9.8
"10020020-067",24,64.7,10.4
"10020020-050",28.3,60,11.2
"10020020-052",62.6,20.7,15.6
"10020020-005",22.2,63.3,13.4
"10020020-001",28.7,57.7,12.1
"10020020-031",27.4,59.2,12.8
"10020020-060",25,62.1,12
"10020020-045",39.9,46.4,12.5
"10020020-019",27.3,58.1,13.4
"10020020-049",23,65.4,10.8
"10020020-002",22.4,63.5,12.6
"10020020-061",26,63.9,9.4
"10020020-022",25.6,63.5,9.9
"10020020-010",20.9,66.6,11.6
"10020020-057",20,65.9,12.5
"10020020-066",26.5,59,13.7
"10020020-048",25.7,61.3,12.2
"10020020-016",24.7,61.8,12.8
"10020020-065",24.3,61.9,12.9
"10020020-054",63.9,20.8,13.7
"10020020-021",27.6,58.1,13.5
"10020020-063",21.5,66.4,10.9
"10020020-062",26.9,60.5,11.5
"10020020-020",22.6,66,10.5
"10020010-061",33.9,52.1,13
"10020010-062",23.9,64.4,10.8
"10020010-004",27.6,57.7,13.8
"10020010-003",31.9,54.9,11.9
"10020010-039",34.6,51.2,13.1
"10020010-066",33.4,53.8,11.1
"10020010-037",36,51.4,11.1
"10020010-064",25.6,62.2,10.8
"10020010-057",29.9,56.1,13.2
"10020010-034",40,45.9,12.7
"10020010-067",29.5,56.7,12.9
"10020010-052",27.3,60.6,11.4
"10020010-038",37.9,49.6,11.4
"10020010-060",31,59.3,8.2
"10020010-063",25.3,60.8,12.3
"10020010-050",27.5,60.9,10.7
"10020010-049",29.5,58.4,11.1
"10020010-043",32.4,56,10.5
"10020010-046",24,64.6,10.8
"10020010-036",32.4,53.1,13.3
"10020010-002",28.4,58.6,12.1
"10020010-001",24.1,61.7,13.3
"10020010-005",32.5,54.2,12.2
"10020010-051",25,61.9,11.6
"10020010-042",24.6,63.4,11.4
"10020010-058",26.2,60.8,11.8
"10020010-044",32.5,55.5,10.9
"10020010-059",29.6,58.9,10.4
"10020010-035",31.9,55.2,11.5
"10020010-045",30,55.3,13.6
"10020010-068",27.7,59.7,11.4
"10020010-056",28.1,61.4,9.7
"10020010-041",26.9,58.1,13.9
"10020010-055",28.3,57,13.4
"10020010-053",27,57.3,14.3
"10020010-054",25.7,57.5,15.5
"10020010-047",23.5,64.3,11.1
"10020010-048",23.8,63.4,12
"10020010-065",33.1,52.7,13.3
"10010040-021",19.2,67.3,11.5
"10010040-020",29.5,56.7,12
"10010040-016",25.6,58.6,14.6
"10010040-014",23.9,67.3,7.9
"10010040-011",26.5,60.4,11.7
"10010040-010",29.1,55.5,11.8
"10010040-013",26.1,63,8.7
"10010040-015",15.3,75.2,8.5
"10010040-019",25.8,56.3,15.1
"10010040-004",26,60,12.9
"10010040-003",32.5,54.6,12.1
"10010040-002",26,61.7,11.1
"10010040-008",9.5,78.5,9.8
"10010040-006",24.5,61.8,12.9
"10010040-005",19.8,69.1,9.7
"10010040-001",27,59.8,12.4
"10010040-007",13.6,80,5.7
"10010040-009",17.2,69.3,11.5
"10010040-017",19.3,70.4,8.6
"10010040-018",28.1,58.1,10.3
"10010040-012",23,66,9.9
"10010170-001",24.4,60.9,12.8
"10010170-003",26.5,49,21.9
"10010170-005",28.6,56,14.7
"10010170-002",29.1,55.1,14.7
"10010170-004",30.2,53.2,14.8
"10010130-019",13.8,74.9,8.8
"10010130-001",22.5,63.9,11.7
"10010130-022",25,59.3,12.8
"10010130-014",21.1,64.2,12.7
"10010130-016",17.4,70.4,9.9
"10010130-018",21,65.7,11.1
"10010130-008",25.2,61.5,12.5
"10010130-007",22.4,64.2,12.4
"10010130-009",22.8,63.9,12.1
"10010130-021",29.3,52.1,16.5
"10010130-012",26.3,64.4,7.8
"10010130-005",16.8,68.6,13.2
"10010130-020",26.2,63.9,9.1
"10010130-015",15.9,73.8,8.6
"10010130-006",20.3,66.2,12.1
"10010130-010",25.5,63.2,10
"10010130-017",20,67.5,10.3
"10010130-011",19.2,67,12.3
"10010130-004",12.8,77.3,7.7
"10010130-003",26.3,59.1,13.3
"10010130-013",22.2,66,10.3
"10010130-002",21.9,65.1,11.5
"10010080-009",12.3,76.4,9.3
"10010080-004",44.7,39.6,10.7
"10010080-012",21,66.9,10.2
"10010080-022",18.4,67.8,9.6
"10010080-021",24.9,62.4,10.3
"10010080-024",12.4,80.5,5.9
"10010080-019",14.2,75.8,8.5
"10010080-016",14.7,76.4,7.3
"10010080-015",14.4,75.6,7.8
"10010080-025",15,69.1,14.5
"10010080-023",14.6,72.9,10.1
"10010080-013",18.2,69.7,10
"10010080-017",17.4,73.4,7.4
"10010080-010",10.2,81.6,6.2
"10010080-008",12.8,76.5,9.5
"10010080-020",18,71.5,9.1
"10010080-002",22.2,66.2,10.9
"10010080-003",19.2,67.8,11.1
"10010080-001",29.3,58.3,10.9
"10010080-018",18.3,67,11.9
"10010080-011",18.4,71.1,8.4
"10010080-007",16.7,70.6,10.7
"10010080-014",20.4,69.2,8.9
"10010080-006",21.6,60.6,15.9
"10010080-005",20,61.8,16.1
"10010010-001",31.5,54.6,12.4
"10010010-016",18.2,67.8,12.7
"10010010-011",25.3,59.7,11.8
"10010010-018",28.5,58,12.3
"10010010-008",24.6,60.9,13.1
"10010010-003",21.3,68.4,9.3
"10010010-015",18.8,69.4,10.9
"10010010-002",19.5,68.4,10.6
"10010010-004",25.2,65.2,8.6
"10010010-006",21.8,67.1,9.4
"10010010-017",19.2,62.5,16.2
"10010010-007",31.2,57.3,9.5
"10010010-005",26.6,59.9,12.3
"10010010-014",21.5,63.6,13.4
"10010010-012",21,66.5,10.5
"10010010-009",19.3,67.8,11.4
"10010010-013",20.2,67.1,11.1
"10010010-010",19.8,64.9,14.1
"10010120-008",28.5,57.4,12.4
"10010120-023",18.5,67.1,13.1
"10010120-010",38.9,48,11
"10010120-007",24,62.6,12.1
"10010120-004",22,65.8,10.5
"10010120-003",18,70,10.3
"10010120-021",28.2,58.6,11.5
"10010120-025",22.6,63.4,12.8
"10010120-001",26.8,58.8,13.4
"10010120-002",27.5,58.6,12.7
"10010120-019",25.7,60.1,13.1
"10010120-009",39.5,47.5,11.8
"10010120-020",29,56.2,13.5
"10010120-012",22.1,64.4,13
"10010120-022",20.1,66.3,12.5
"10010120-015",22.9,60.8,15.3
"10010120-016",20.5,70.1,8.5
"10010120-017",28.9,53.4,16.4
"10010120-024",16.7,70,12.4
"10010120-006",28.1,58.3,12
"10010120-005",18.2,68.6,11.5
"10010120-014",23.3,66.7,7.9
"10010120-026",25.5,61.6,11.2
"10010120-011",32.2,52,13
"10010120-018",22.7,64.3,11.7
"10010120-013",19.1,69.8,10.1
"10010030-002",34.3,55.6,8.5
"10010030-021",22.3,66.7,9.6
"10010030-013",28.4,58.2,13
"10010030-005",32.4,56.8,9.1
"10010030-012",26,62.1,10.8
"10010030-015",33.2,54.8,9.2
"10010030-017",33.3,58.5,6.2
"10010030-019",27.9,61.1,9.9
"10010030-003",28.1,58.5,11
"10010030-006",23.4,65.8,10.2
"10010030-001",28.9,59.7,9.7
"10010030-020",22.6,69.2,7.1
"10010030-014",22.2,63.1,12.9
"10010030-018",28.5,49.4,19
"10010030-011",26.1,59.4,12.9
"10010030-016",37.4,49,11.5
"10010030-023",24.9,62.6,10.3
"10010030-010",23.8,63.8,10.6
"10010030-009",20.9,69.8,8.3
"10010030-007",29.7,53.8,14.7
"10010030-022",28.7,62.3,7
"10010030-004",27.4,59.3,11.8
"10010030-008",26,61,10.7
"10010050-013",24.1,63.6,10.7
"10010050-024",27,60.4,11.2
"10010050-020",20.6,68.2,9.7
"10010050-021",15.7,76.7,6.7
"10010050-009",24.8,63.1,11.3
"10010050-002",29.5,58.4,10
"10010050-019",26.8,60,11.3
"10010050-022",22.2,63,13.5
"10010050-010",22,65.6,11.7
"10010050-003",25.3,62.7,10.2
"10010050-011",15.2,75.5,7.2
"10010050-025",17.8,68.5,12.9
"10010050-006",26.3,59.7,12.3
"10010050-001",30,58.9,9.3
"10010050-014",21.2,68.5,7.4
"10010050-026",23.2,63.5,11.5
"10010050-027",21.7,59.8,17.2
"10010050-007",25.4,63.3,9.6
"10010050-008",13,79.6,6
"10010050-012",25.6,63.5,9.1
"10010050-028",25.4,59.4,14.1
"10010050-018",20.6,66.4,11.5
"10010050-005",18.5,69.2,10.8
"10010050-004",21.4,66.5,10.9
"10010050-016",23.7,63.7,11.6
"10010050-017",21.9,63,13.5
"10010050-015",26.3,60.9,11.2
"10010050-023",30,54.9,13.7
"10010020-016",23.4,64.8,10.5
"10010020-017",25.4,60.7,12.5
"10010020-006",28,60.8,9.7
"10010020-015",22.1,62.7,14.7
"10010020-003",16.7,72.6,9.8
"10010020-008",26.9,63.4,9.3
"10010020-002",28.2,59.3,11.4
"10010020-009",23.5,64.7,11
"10010020-001",31,55,12.2
"10010020-019",22.2,64.2,11
"10010020-010",28.1,59.9,11
"10010020-018",22.7,63.7,11.7
"10010020-026",15.9,76.4,6.1
"10010020-027",10.6,82.5,5.3
"10010020-020",13.7,75.1,8.7
"10010020-022",17.5,68.8,11.2
"10010020-025",16.7,73,9
"10010020-007",22.8,62.8,12.7
"10010020-004",22.1,67.8,8.4
"10010020-005",30,59,9.8
"10010020-021",26.4,64.4,7.4
"10010020-024",25.3,61.9,11.3
"10010020-011",24.1,61.9,12.5
"10010020-013",21.9,65.5,10.6
"10010020-023",20.9,69.7,6.3
"10010020-014",16.6,75.9,5.9
"10010020-012",21.4,64.7,12.5
"10010140-023",18.1,65.9,14.7
"10010140-022",11,80,7
"10010140-011",22.1,65.8,11
"10010140-018",14.5,71.9,11.4
"10010140-013",25.3,61.5,11.1
"10010140-024",21.4,63.8,12.9
"10010140-001",22.2,65.4,11.1
"10010140-003",22.1,67.5,9.7
"10010140-004",13.8,73.1,11
"10010140-002",18.8,67.5,13
"10010140-012",23,64.4,11.4
"10010140-019",23.6,63.3,11.6
"10010140-014",20.6,66.2,10.8
"10010140-009",21.6,68.1,9.5
"10010140-020",19.6,69.8,9.4
"10010140-010",22.4,62.7,13.1
"10010140-015",27.2,59.1,11.8
"10010140-005",16.1,70.6,12.1
"10010140-007",21.3,66.3,11.6
"10010140-006",22.3,65.9,10.9
"10010140-016",18.8,56.2,24.5
"10010140-021",22.2,61.1,14.9
"10010140-017",18.2,71.6,9.1
"10010140-008",23.6,62.3,13.2
"10010090-005",25.8,60.2,12.7
"10010090-010",16.9,70.8,9.9
"10010090-006",26,58.5,14.1
"10010090-018",25.5,62.8,10.1
"10010090-001",23.3,61.4,12.5
"10010090-017",25.5,66.4,5.3
"10010090-003",33,52.2,12.9
"10010090-016",21.3,61.2,14.6
"10010090-007",21.5,63.8,11.1
"10010090-009",19.5,69.9,9.5
"10010090-011",22.8,63.8,11.7
"10010090-015",16.7,69.4,12.4
"10010090-021",36.7,50.3,11.1
"10010090-022",23.7,51.7,24.2
"10010090-013",22.3,60.5,15.6
"10010090-019",14.6,65.2,18.4
"10010090-004",34.6,48.9,14.9
"10010090-012",25.5,59.1,11.1
"10010090-002",24.8,61.4,11.8
"10010090-020",21.5,56.1,20.6
"10010090-014",21,64.2,11.9
"10010090-008",32.6,44.7,20.1
"10010090-023",20.8,63.3,14
"10010180-004",26.5,42.8,29.5
"10010180-010",53.2,36.2,10.2
"10010180-001",36.2,48.6,14.6
"10010180-002",34.2,41.7,24.2
"10010180-009",62.6,25.9,10.2
"10010180-005",44.8,33.1,22.1
"10010180-003",51.9,29.1,17.7
"10010180-012",37.8,55.6,6.7
"10010180-011",46.7,40.1,12
"10010180-007",63.1,20.4,15.2
"10010180-008",46.8,36.8,15.5
"10010180-006",19.9,59.6,13.7
"10010150-009",21.9,65.3,11.8
"10010150-012",25,57.4,15.2
"10010150-017",19.3,65.4,13.1
"10010150-014",24.9,54.8,18.3
"10010150-007",20.4,70.6,8.1
"10010150-006",24.3,61,12.7
"10010150-008",23.2,61.6,14.4
"10010150-005",16,71.5,10.9
"10010150-011",26.8,61.1,11.3
"10010150-004",21.7,66.3,11
"10010150-001",22.9,64.5,10.8
"10010150-002",27,60.5,11.1
"10010150-016",35.9,48.4,13.6
"10010150-015",25.5,58,13.9
"10010150-003",26.7,61.3,10.4
"10010150-013",21.9,60,16.2
"10010150-018",12.6,75.6,9.1
"10010150-010",23,65.3,9.8
"10010110-014",18.2,70.5,9.7
"10010110-015",27,63.7,7.7
"10010110-008",15.9,73.7,9.1
"10010110-009",19.7,68.9,9.2
"10010110-012",20,69.8,8.7
"10010110-004",30.3,59.6,8.5
"10010110-011",25.3,63.4,10
"10010110-013",21.3,66.7,10.3
"10010110-001",16.5,74.5,8.2
"10010110-007",20.1,70.4,8.9
"10010110-006",19.9,70.5,7.6
"10010110-002",19.5,73.9,4.9
"10010110-003",28.6,60.9,9.2
"10010110-005",33,56.7,9.8
"10010110-010",29.9,57.6,10.2
"10010160-004",24.2,63.9,10.3
"10010160-008",25.2,66,8.5
"10010160-002",31.2,59.7,6.9
"10010160-009",17.9,60.6,20.3
"10010160-010",24.8,63.3,9.3
"10010160-006",19.7,64.8,13.4
"10010160-001",22.7,63.6,12.3
"10010160-011",17.9,55.7,25.9
"10010160-005",20.9,67.9,9.2
"10010160-003",22.1,64.1,12.9
"10010160-007",24,64.7,10.5
"10010070-016",18.2,69.5,11.4
"10010070-007",15.5,77.6,6
"10010070-003",19.6,72.7,6.6
"10010070-006",15.3,77,6.2
"10010070-017",20.7,67.8,10.3
"10010070-013",14.7,77.7,6.3
"10010070-014",16,75.2,7.3
"10010070-011",8.3,87.1,4
"10010070-005",13.6,79.1,5.8
"10010070-023",16.5,74.8,7.5
"10010070-019",15.1,75.6,7.8
"10010070-008",22.2,64.5,12.2
"10010070-022",18.6,72.5,7.8
"10010070-010",6.9,86.4,3.7
"10010070-021",15.9,73.9,9.3
"10010070-001",27.3,62.9,8.8
"10010070-002",21.9,69.3,7.3
"10010070-012",20.8,70.4,7.9
"10010070-009",13.7,76.8,8.1
"10010070-018",20.8,69.1,8.6
"10010070-015",16.2,75.5,5.7
"10010070-004",24.6,65.5,8.3
"10010070-020",16.4,74.4,6.5
"10010060-010",16.1,74.2,8.6
"10010060-013",21.3,67.2,10
"10010060-014",16.2,74.4,6.8
"10010060-007",10.6,82.7,4.5
"10010060-011",18.9,69.3,10.8
"10010060-009",20.6,70.7,6.8
"10010060-008",15.3,75.8,6.5
"10010060-006",16,77,6.2
"10010060-005",12.2,81.3,5.8
"10010060-004",13.8,75.9,9.1
"10010060-003",17.8,71.9,8.5
"10010060-002",22.5,69,7
"10010060-001",23.8,65.9,8.2
"10010060-012",17.3,72.8,8.5
"10010100-008",33,55,11.4
"10010100-007",24.4,60.6,13.2
"10010100-004",30.4,57.5,9.2
"10010100-003",31.2,60.8,7.1
"10010100-012",19.5,68,9.3
"10010100-010",24.7,67.5,6.5
"10010100-015",22.4,63.8,11.3
"10010100-016",13.5,77.9,6.9
"10010100-017",19.9,67.3,11.8
"10010100-001",24.2,62.8,9.7
"10010100-019",24.7,65.3,7
"10010100-014",26.5,57.3,14
"10010100-020",24.8,65.7,8
"10010100-011",23.8,63.7,9
"10010100-009",34.7,53.8,9.1
"10010100-005",30.1,59.8,8.3
"10010100-013",25.1,64.8,7.6
"10010100-018",28.6,58.3,10.8
"10010100-022",20.5,73.4,4.5
"10010100-002",25.1,63.1,9.5
"10010100-006",22.7,68.4,7.6
"10010100-021",26.2,63.7,8.8
"10007180-007",32,50.8,15.6
"10007180-017",31.1,56.9,10.7
"10007180-002",28.2,60.8,9.4
"10007180-011",18.7,68.2,10.7
"10007180-004",26.1,57.5,15.1
"10007180-006",39.2,48.5,10.5
"10007180-005",31.4,55.7,11.7
"10007180-001",28,57.7,11.8
"10007180-013",25.3,60.9,11
"10007180-015",28.4,56,14.5
"10007180-012",28.9,53.4,16.4
"10007180-016",22.5,65.1,10.4
"10007180-010",27.2,62.2,8.5
"10007180-014",35.1,50.7,12.1
"10007180-008",36.4,47.4,15
"10007180-009",25.9,58.1,15
"10007180-003",27.9,57.4,13.6
"10007200-023",31.2,52.3,13.5
"10007200-005",36.7,42.8,17.8
"10007200-004",28.7,52,17.5
"10007200-008",34.6,51.5,11.2
"10007200-017",31.6,52.1,14.3
"10007200-025",34.2,51.9,12.1
"10007200-003",26.9,51.4,20.3
"10007200-018",23.6,61.9,12.9
"10007200-001",32.4,52.4,13.8
"10007200-026",25.7,59.2,13.4
"10007200-021",36.1,51.4,10.3
"10007200-010",32.4,50.3,16.5
"10007200-002",37.4,47.4,13.6
"10007200-011",35.9,49,13.7
"10007200-007",24.2,65.6,8.3
"10007200-024",32.7,55.2,11.3
"10007200-015",32,52.7,13.5
"10007200-019",28.2,56.7,12.2
"10007200-013",29,49,20.1
"10007200-027",28.2,57.9,12.4
"10007200-020",34.9,48.5,15.2
"10007200-022",41.9,43.6,13.3
"10007200-016",34,48.8,15.9
"10007200-014",32.2,51.4,14.1
"10007200-006",28,58.8,11.4
"10007200-009",44.4,43.7,10.3
"10007200-012",31.2,50.9,16.2
"10007130-001",29.6,55.4,13.9
"10007130-013",26.7,58.2,13.4
"10007130-012",33.3,51.1,14.5
"10007130-010",23.5,57.7,17.8
"10007130-008",24.1,60.2,13.7
"10007130-004",28.3,56.5,13.2
"10007130-011",30.3,56.2,12.4
"10007130-003",26.8,58,14.2
"10007130-007",28.9,56.7,12.9
"10007130-002",28.3,58.2,12
"10007130-009",27.6,55.6,15.6
"10007130-015",26.4,54.8,17
"10007130-005",21.3,62.2,14.9
"10007130-006",32,51.4,15.4
"10007130-016",24.2,60.8,13.4
"10007130-014",26.7,57.5,14.8
"10007240-015",34.7,51.9,11.7
"10007240-002",30.1,54.9,13.9
"10007240-005",36.8,41.5,19.3
"10007240-007",22.9,61.7,13
"10007240-010",35.9,51.4,10.1
"10007240-008",30.3,53.4,14.3
"10007240-004",33.1,51.4,13.7
"10007240-013",33.9,40.9,23.5
"10007240-003",33.3,46.4,18.3
"10007240-012",28.1,42.2,28.2
"10007240-009",24.6,60.3,13.3
"10007240-006",35.4,46.1,15.9
"10007240-011",22,61.2,15.2
"10007240-001",26,65,8.2
"10007240-014",31.1,55.5,11.6
"10007190-005",25.3,60.7,11.8
"10007190-015",32.7,48.7,16.4
"10007190-013",25.1,62.6,10.8
"10007190-009",30.4,53.8,14
"10007190-012",26.6,59.6,12.1
"10007190-004",26.2,56.7,15.3
"10007190-008",30.3,53.7,15
"10007190-001",33.6,52.6,12.8
"10007190-011",27.9,57.3,13.3
"10007190-010",30.9,53.9,14
"10007190-006",34.7,48,16.6
"10007190-007",26.5,58.3,14.1
"10007190-003",23.2,65.5,9.5
"10007190-014",29,52.8,15.9
"10007190-002",33.7,53.7,10.8
"10007160-010",25.7,61.8,11.9
"10007160-006",28.1,57.9,12.5
"10007160-022",31.1,56.9,10.8
"10007160-004",29.4,56.5,12.6
"10007160-002",27.1,58.2,13.2
"10007160-001",31.6,53.7,12.9
"10007160-003",29.4,56.1,13.3
"10007160-014",29.2,53.8,14.4
"10007160-012",25.5,59,14.1
"10007160-020",30.6,55.4,12.5
"10007160-019",36.1,53.6,8.6
"10007160-024",19.4,67,12.4
"10007160-013",26.8,56.7,14.6
"10007160-011",24.9,54.6,18.2
"10007160-015",24.2,61.1,13.3
"10007160-018",26.7,57.7,13.4
"10007160-017",29.6,53.6,14.7
"10007160-005",24.9,58.1,15.8
"10007160-007",20.5,67.8,10.2
"10007160-021",30.9,54.5,12.7
"10007160-008",32.1,47.4,18.5
"10007160-009",28.9,55.3,14.8
"10007160-023",32,50,17.1
"10007160-016",24.3,59.1,14.5
"10007120-020",32.7,54.2,11.5
"10007120-021",27.4,61.1,10.1
"10007120-015",24.2,63.9,10.7
"10007120-022",25.4,62.5,10.5
"10007120-016",22.6,61.1,15
"10007120-013",33.6,51.4,13.6
"10007120-007",30.5,55.8,12.8
"10007120-009",34.7,52.1,12.3
"10007120-005",34.7,50.5,13.3
"10007120-010",30.8,57.2,10.8
"10007120-017",26.7,57.1,14.8
"10007120-003",32.8,53.8,11.8
"10007120-011",28.6,57.2,12.7
"10007120-012",27.4,56,14.7
"10007120-001",26.3,58.6,13.9
"10007120-019",26.3,62.2,9.3
"10007120-006",30.9,56.9,10.5
"10007120-004",33.7,51.6,12.9
"10007120-018",30.3,54.3,13.9
"10007120-014",30.4,56.2,11.9
"10007120-002",41,43.7,12.3
"10007120-008",24,64.9,10.6
"10007210-017",30.3,54,13.9
"10007210-011",28.2,60.3,10.9
"10007210-007",27.2,59,12.7
"10007210-013",26.2,59.4,12.8
"10007210-020",25,55,18.1
"10007210-001",33.4,56,9.5
"10007210-010",25.1,60.1,12.9
"10007210-008",26.8,62.6,9.2
"10007210-014",31.5,53.6,14
"10007210-016",27.2,59.2,12
"10007210-015",31.9,52.4,12.9
"10007210-009",28.9,59.2,10.3
"10007210-018",35.5,43.4,19.7
"10007210-006",28.1,60,10.7
"10007210-012",27.2,59.6,12.4
"10007210-019",25.6,62.1,10.2
"10007210-004",30,52.8,15.7
"10007210-005",28.7,57.9,11.2
"10007210-002",32.8,51.6,13.8
"10007210-003",30.2,51.1,17.2
"10007250-011",25.2,67.9,4
"10007250-003",33.2,54.8,10.3
"10007250-005",18.3,71.9,8.2
"10007250-012",21.2,72.2,4.5
"10007250-004",29.4,55.3,14
"10007250-014",22.8,68.1,5.8
"10007250-007",25.1,64.1,8.4
"10007250-001",28.4,57.1,11.5
"10007250-010",26.6,60.2,10.8
"10007250-002",35.4,53.2,10
"10007250-013",20.6,73.2,5.6
"10007250-008",21.5,68.5,8.4
"10007250-009",21.1,70.1,6.6
"10007250-006",19.9,69.2,8.6
"10007050-013",32.7,50.7,15
"10007050-012",26.8,55.4,16.2
"10007050-011",35.5,44.8,18.2
"10007050-008",39.2,39.9,18.9
"10007050-014",30.8,51.5,15.5
"10007050-009",30.9,50.5,16.4
"10007050-005",31.1,47,20
"10007050-006",28.5,55,15.4
"10007050-007",28.8,54.6,15.3
"10007050-003",24.9,57.3,15.9
"10007050-002",16.5,73.5,8.4
"10007050-001",27.8,55.1,15
"10007050-010",30.9,52.4,14.9
"10007050-004",25.7,56.5,15.6
"10007070-014",26.1,59.7,12.6
"10007070-006",30.1,55.7,12.6
"10007070-002",22.7,59.4,15.6
"10007070-001",26.6,59.6,12.4
"10007070-013",20.5,65.3,12.8
"10007070-004",29.7,52.8,15.7
"10007070-011",28.4,57.9,11.4
"10007070-005",29.9,53.8,15.2
"10007070-008",22.9,59,15.8
"10007070-003",32.7,51.8,14.2
"10007070-012",31.4,56.1,10.7
"10007070-009",26.2,57.1,15
"10007070-010",28.1,54.5,15.5
"10007070-007",25.1,58.2,14.8
"10007030-011",31.7,47.6,18.9
"10007030-015",30,54.2,14.2
"10007030-024",23.9,59.8,14.6
"10007030-023",21.7,62,13.5
"10007030-032",29.1,50.6,18.9
"10007030-030",26.5,57.3,14.3
"10007030-006",27.8,55.3,15.1
"10007030-027",33.2,48.1,15.7
"10007030-031",24.6,56.8,17.3
"10007030-020",24.5,64.1,10
"10007030-001",28.9,54,15.2
"10007030-004",30.7,50.4,17.3
"10007030-005",32.4,52,13.9
"10007030-002",29.8,53.4,15
"10007030-003",33.6,50,14.5
"10007030-013",27.2,56.3,14.9
"10007030-019",27.4,54.9,16
"10007030-009",29.4,54.2,14.4
"10007030-022",26.4,55.6,15.7
"10007030-028",17.1,67.7,13.5
"10007030-018",25.8,55.5,16.7
"10007030-014",22.7,59.5,15.6
"10007030-026",29.9,50,18.8
"10007030-021",31.4,54,12.9
"10007030-012",29.2,53.7,14.8
"10007030-016",29.8,49.3,19
"10007030-029",24.7,59,14.7
"10007030-025",31.9,50.1,16.8
"10007030-007",30.3,52.6,15.7
"10007030-008",32.4,54.5,11.8
"10007030-010",26.6,56.9,14.7
"10007030-017",27.8,54.9,16.3
"10007170-003",23.1,66.8,9
"10007170-009",28.3,49.2,20.2
"10007170-007",32,53.5,12.8
"10007170-015",31.2,56.3,11.6
"10007170-016",27.8,56.5,14
"10007170-024",24.7,60.2,14.2
"10007170-002",28.6,58.1,11.5
"10007170-022",23.9,61.7,13.4
"10007170-001",26.6,62.1,10.1
"10007170-013",29.9,55.8,12.8
"10007170-012",30.7,54.1,13.2
"10007170-020",24.5,59.4,14.2
"10007170-010",34.2,50.6,13.7
"10007170-017",25.4,61.6,12.1
"10007170-023",30.1,50.5,18.4
"10007170-006",22.5,58.1,17.2
"10007170-011",22.9,65.9,9.4
"10007170-021",24.4,61.2,12.5
"10007170-014",30.1,57.5,11.2
"10007170-005",29.1,61,8.6
"10007170-004",25.2,60.8,12.7
"10007170-008",25.8,61.2,11.3
"10007170-018",22.4,60.6,15.1
"10007170-019",24.2,63.3,11.5
"10007230-006",26.4,57.5,14.8
"10007230-011",24.2,63.3,10.8
"10007230-008",24.2,65.2,10.7
"10007230-003",32.4,56.6,9
"10007230-022",24.1,60.5,15.2
"10007230-015",16.4,71.1,10.6
"10007230-018",15.4,72.8,8.5
"10007230-007",29.6,57.6,10.8
"10007230-017",20.7,67.7,10.2
"10007230-002",28.8,61.3,7
"10007230-001",26.5,59.9,12.7
"10007230-004",31.4,55.6,10.1
"10007230-023",23.7,59.6,15.2
"10007230-005",31.3,49.2,17
"10007230-021",27.8,53.3,16.6
"10007230-024",25.8,50.9,21.4
"10007230-016",17.6,70.1,10.9
"10007230-025",21.2,63.9,13.2
"10007230-014",16.3,69.5,10.7
"10007230-020",20.4,63.1,15.8
"10007230-009",29.5,58.8,10.4
"10007230-010",34.4,49.1,14
"10007230-026",21.8,59.9,15.7
"10007230-012",26.2,62.6,9.8
"10007230-019",15.9,70.9,11.9
"10007080-016",28.7,53.4,16.7
